id,Datum,Umsatz,KielerWoche,Umsatz_roll,Bewoelkung,Temp_roll,Temperatur,Wind_roll,Windgeschwindigkeit,Woche,Feiertag,Jahreszeit,Ferien,sunny,cloudy,rainy,thunderstorm,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,January,February,March,April,May,June,July,August,September,October,November,December,Winter,Spring,Summer,Autumn,Group_1,Group_2,Group_3,Group_4,Group_5,Group_6,Temp_Winter,Temp_Spring,Temp_Summer,Temp_Autumn
1307031,2013-07-03,111.885593514353,0,,7,,21.075,,6,27,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,21.075,0.0
1307032,2013-07-03,427.343258749983,0,,7,,21.075,,6,27,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,21.075,0.0
1307033,2013-07-03,210.260241465493,0,,7,,21.075,,6,27,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,21.075,0.0
1307041,2013-07-04,168.864940979931,0,,7,,18.85,,7,27,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,18.85,0.0
1307042,2013-07-04,454.859641347987,0,,7,,18.85,,7,27,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,18.85,0.0
1307043,2013-07-04,190.686641378586,0,,7,,18.85,,7,27,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,18.85,0.0
1307044,2013-07-04,61.490175369225,0,,7,,18.85,,7,27,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,18.85,0.0
1307045,2013-07-04,308.408167942149,0,,7,,18.85,,7,27,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,18.85,0.0
1307055,2013-07-05,355.518770367742,0,,5,,19.975,,12,27,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,19.975,0.0
1307054,2013-07-05,86.7598614451924,0,,5,,19.975,,12,27,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,19.975,0.0
1307051,2013-07-05,171.280754117955,0,,5,,19.975,,12,27,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,19.975,0.0
1307052,2013-07-05,492.818804066088,0,,5,,19.975,,12,27,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,19.975,0.0
1307053,2013-07-05,181.644870215041,0,,5,,19.975,,12,27,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,19.975,0.0
1307061,2013-07-06,174.552359998476,0,,0,,18.9625,,8,27,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,18.9625,0.0
1307062,2013-07-06,631.906068038484,0,,0,,18.9625,,8,27,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,18.9625,0.0
1307063,2013-07-06,291.557959835153,0,,0,,18.9625,,8,27,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,18.9625,0.0
1307064,2013-07-06,80.6465768881107,0,,0,,18.9625,,8,27,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,18.9625,0.0
1307065,2013-07-06,361.866932797941,0,261.21316411849733,0,19.002083333333335,18.9625,9.666666666666666,8,27,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,18.9625,0.0
1307075,2013-07-07,370.20960108863,0,268.59253905104555,0,19.12,21.375,9.466666666666667,9,27,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,21.375,0.0
1307074,2013-07-07,94.6039024817053,0,253.88412630759038,0,19.237916666666667,21.375,9.266666666666667,9,27,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,21.375,0.0
1307073,2013-07-07,279.665938833443,0,256.49971007903724,0,19.355833333333333,21.375,9.066666666666666,9,27,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,21.375,0.0
1307071,2013-07-07,92.6377553788373,0,257.3912962983531,0,19.47375,21.375,8.866666666666667,9,27,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,21.375,0.0
1307072,2013-07-07,695.25572963054,0,269.98395812160317,0,19.591666666666665,21.375,8.666666666666666,9,27,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,21.375,0.0
1307081,2013-07-08,135.500244042392,0,269.1741743515269,0,19.772083333333335,22.725,8.666666666666666,10,28,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,22.725,0.0
1307082,2013-07-08,538.529249911711,0,268.89912310217403,0,19.9525,22.725,8.666666666666666,10,28,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,22.725,0.0
1307083,2013-07-08,195.158794309303,0,266.5623744460029,0,20.132916666666667,22.725,8.666666666666666,10,28,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,22.725,0.0
1307084,2013-07-08,49.5000238633042,0,265.7275780020217,0,20.313333333333333,22.725,8.666666666666666,10,28,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,22.725,0.0
1307085,2013-07-08,285.233382496522,0,262.44773469815317,0,20.49375,22.725,8.666666666666666,10,28,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,22.725,0.0
1307095,2013-07-09,342.089345776475,0,263.6666104798584,0,20.567083333333333,23.275,8.733333333333333,8,28,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,23.275,0.0
1307094,2013-07-09,75.2089975834558,0,263.86481946380695,0,20.640416666666667,23.275,8.8,8,28,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,23.275,0.0
1307093,2013-07-09,245.808338509722,0,268.3289109636526,0,20.71375,23.275,8.866666666666667,8,28,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,23.275,0.0
1307092,2013-07-09,585.957264698849,0,273.6160444952814,0,20.787083333333335,23.275,8.933333333333334,8,28,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,23.275,0.0
1307091,2013-07-09,136.048382778344,0,271.1423158723765,0,20.860416666666666,23.275,9.0,8,28,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,23.275,0.0
1307101,2013-07-10,135.132314289581,0,270.0178949826982,2,20.888333333333332,19.6875,9.2,13,28,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,19.6875,0.0
1307102,2013-07-10,567.365764527953,0,273.76809908869706,2,20.916249999999998,19.6875,9.4,13,28,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,19.6875,0.0
1307103,2013-07-10,265.109142544045,0,276.24884912754567,2,20.944166666666668,19.6875,9.6,13,28,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,19.6875,0.0
1307104,2013-07-10,73.8056511129258,0,276.659364985669,2,20.972083333333334,19.6875,9.8,13,28,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,19.6875,0.0
1307105,2013-07-10,343.353066508123,0,277.8241949378681,2,21.0,19.6875,10.0,13,28,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,19.6875,0.0
1307115,2013-07-11,315.911756962233,0,276.50396115768456,0,21.046666666666667,21.375,10.0,12,28,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,21.375,0.0
1307114,2013-07-11,68.6330279122302,0,275.89973337325245,0,21.09333333333333,21.375,10.0,12,28,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,21.375,0.0
1307112,2013-07-11,569.109374584873,0,289.1606873888164,0,21.14,21.375,10.0,12,28,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,21.375,0.0
1307111,2013-07-11,138.549392636714,0,277.35170700783726,0,21.186666666666667,21.375,10.0,12,28,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,21.375,0.0
1307113,2013-07-11,234.65807920749,0,279.11881397425225,0,21.233333333333334,21.375,10.0,12,28,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,21.375,0.0
1307121,2013-07-12,101.447511461298,0,276.68198568967966,0,21.2775,20.2875,9.966666666666667,7,28,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,20.2875,0.0
1307122,2013-07-12,600.267914678783,0,275.6273805776896,0,21.32166666666667,20.2875,9.933333333333334,7,28,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,20.2875,0.0
1307123,2013-07-12,290.199097765019,0,275.5820851753518,0,21.36583333333333,20.2875,9.9,7,28,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,20.2875,0.0
1307125,2013-07-12,362.802489634211,0,284.9872822668885,0,21.41,20.2875,9.866666666666667,7,28,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,20.2875,0.0
1307134,2013-07-13,74.2744737887665,0,275.40086696658267,1,21.44875,20.125,10.0,12,28,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,20.125,0.0
1307133,2013-07-13,340.046632736531,0,274.3954346881793,1,21.407083333333333,20.125,10.1,12,28,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,20.125,0.0
1307135,2013-07-13,359.166188843392,0,283.21417756690226,1,21.365416666666665,20.125,10.2,12,28,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,20.125,0.0
1307131,2013-07-13,141.233309883732,0,278.5997566019119,1,21.32375,20.125,10.3,12,28,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,20.125,0.0
1307132,2013-07-13,747.140776382576,0,300.4165239687032,1,21.282083333333333,20.125,10.4,12,28,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,20.125,0.0
1307141,2013-07-14,112.524365708762,0,280.9921451713106,5,21.159166666666668,17.6875,10.6,15,28,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,17.6875,0.0
1307142,2013-07-14,777.048841669282,0,302.37709842554017,5,20.991249999999997,17.6875,10.766666666666667,15,28,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,17.6875,0.0
1307143,2013-07-14,320.626816189556,0,295.11368396813504,5,20.82333333333333,17.6875,10.933333333333334,15,28,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,17.6875,0.0
1307144,2013-07-14,115.271617188867,0,292.4507780641205,5,20.655416666666667,17.6875,11.1,15,28,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,17.6875,0.0
1307145,2013-07-14,461.082124524619,0,306.1701814194977,5,20.4875,17.6875,11.266666666666667,15,28,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,17.6875,0.0
1307154,2013-07-15,99.4935305857439,0,299.97885302247175,6,20.354583333333334,18.7375,11.333333333333334,12,29,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,18.7375,0.0
1307153,2013-07-15,243.526401440661,0,296.6934215446112,6,20.203333333333333,18.7375,11.466666666666667,12,29,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,18.7375,0.0
1307155,2013-07-15,380.68369651152,0,306.87591150888005,6,20.052083333333332,18.7375,11.6,12,29,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,18.7375,0.0
1307151,2013-07-15,161.264677322182,0,304.0577894692954,6,19.90083333333333,18.7375,11.733333333333333,12,29,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,18.7375,0.0
1307152,2013-07-15,596.995099998235,0,304.4257173126083,6,19.74958333333333,18.7375,11.866666666666667,12,29,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,18.7375,0.0
1307161,2013-07-16,116.821358174215,0,303.78481649247067,1,19.68,21.1875,11.933333333333334,10,29,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,21.1875,0.0
1307162,2013-07-16,558.797138274201,0,317.906977291958,1,19.73,21.1875,11.833333333333334,10,29,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,21.1875,0.0
1307163,2013-07-16,287.415464972525,0,308.57530064011036,1,19.779999999999998,21.1875,11.733333333333333,10,29,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,21.1875,0.0
1307164,2013-07-16,91.7796976081033,0,302.79765247557896,1,19.83,21.1875,11.633333333333333,10,29,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,21.1875,0.0
1307165,2013-07-16,320.43533597922,0,311.01864197112207,1,19.88,21.1875,11.533333333333333,10,29,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,21.1875,0.0
1307171,2013-07-17,150.572919592838,0,304.592637073946,5,19.97416666666667,22.5125,11.366666666666667,8,29,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,22.5125,0.0
1307172,2013-07-17,628.325718978073,0,315.0064358078073,5,20.012083333333333,22.5125,11.233333333333333,8,29,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,22.5125,0.0
1307173,2013-07-17,301.777437970497,0,322.77791614308285,5,20.05,22.5125,11.1,8,29,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,22.5125,0.0
1307175,2013-07-17,396.99424714406,0,317.0407452283891,5,20.08791666666667,22.5125,10.966666666666667,8,29,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,22.5125,0.0
1307185,2013-07-18,300.398790118057,0,322.43572514443383,1,20.15041666666667,23.25,10.933333333333334,11,29,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,23.25,0.0
1307183,2013-07-18,250.426586853024,0,322.96134206595167,1,20.21291666666667,23.25,10.9,11,29,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,23.25,0.0
1307184,2013-07-18,89.2058404577425,0,322.55328636583306,1,20.311666666666667,23.25,11.033333333333333,11,29,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,23.25,0.0
1307182,2013-07-18,647.822253705942,0,324.1384310000718,1,20.410416666666666,23.25,11.166666666666666,11,29,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,23.25,0.0
1307181,2013-07-18,101.90072129658,0,317.86181845112384,1,20.50916666666667,23.25,11.3,11,29,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,23.25,0.0
1307191,2013-07-19,161.63511518654,0,311.15623930286813,3,20.582083333333333,22.475,11.6,16,29,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,22.475,0.0
1307192,2013-07-19,646.788959790823,0,330.2400555029366,3,20.660416666666666,22.475,11.733333333333333,16,29,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,22.475,0.0
1307193,2013-07-19,287.18828629416,0,328.47811062152425,3,20.73875,22.475,11.866666666666667,16,29,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,22.475,0.0
1307194,2013-07-19,62.0636098816993,0,318.5746913228012,3,20.817083333333336,22.475,12.0,16,29,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,22.475,0.0
1307195,2013-07-19,369.400389277533,0,326.1802606359279,3,20.89541666666667,22.475,12.133333333333333,16,29,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,22.475,0.0
1307205,2013-07-20,346.154004294146,0,312.8140348996469,0,20.997500000000002,23.1875,12.0,8,29,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,23.1875,0.0
1307204,2013-07-20,69.9369965472912,0,311.39445592759785,0,21.180833333333336,23.1875,11.766666666666667,8,29,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,23.1875,0.0
1307203,2013-07-20,394.765674710477,0,298.65168369563776,0,21.36416666666667,23.1875,11.533333333333333,8,29,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,23.1875,0.0
1307202,2013-07-20,843.051280035386,0,316.06583249049874,0,21.547500000000003,23.1875,11.3,8,29,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,23.1875,0.0
1307201,2013-07-20,134.328076682024,0,316.7010478069372,0,21.730833333333337,23.1875,11.066666666666666,8,29,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,23.1875,0.0
1307211,2013-07-21,66.2887578161955,0,303.5412689166565,0,22.02041666666667,26.375,10.833333333333334,8,29,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,26.375,0.0
